sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5949.92,1.04,1.09,-0.084,0.088,4.44
1,5391.5,0.76,0.94,-0.158,-0.351,4.64
1,6461.83,1.44,1.31,0.221,0.514,4.24
1,5136.03,0.78,0.87,0.249,-0.417,4.59
1,5380.67,1.05,0.93,0.021,-0.076,4.36
2,5914.0,1.15,1.12,0.237,0.158,4.37
2,5952.0,1.18,1.09,0.28,0.195,4.33
1,4753.2,0.71,0.76,-0.126,-0.637,4.62
1,5793.45,0.89,1.04,-0.165,-0.09,4.55
1,6535.76,1.46,1.35,0.121,0.542,4.24
1,5987.06,1.02,1.1,0.167,0.08,4.46
1,5415.53,0.81,0.94,-0.122,-0.293,4.59
1,5380.52,0.89,0.93,0.238,-0.224,4.51
2,5544.25,0.98,0.98,-0.522,-0.086,4.44
1,4971.16,0.68,0.82,0.276,-0.588,4.68
1,6134.95,1.53,1.16,0.143,0.475,4.13
1,5286.88,0.85,0.91,0.074,-0.295,4.54
2,5660.7,0.93,1.01,-0.516,-0.099,4.51
1,5322.45,0.87,0.92,-0.034,-0.259,4.52
1,4807.01,1.15,0.78,0.288,-0.196,4.21
2,5595.1,1.03,0.99,0.158,-0.027,4.41
2,4711.0,0.77,0.75,0.13,-0.576,4.54
3,5327.0,0.87,0.92,0.08,-0.26,4.52
1,5789.33,0.96,1.04,0.265,-0.028,4.49
1,5368.26,0.91,0.93,0.095,-0.21,4.49
1,5559.78,1.78,0.98,-0.337,0.437,3.93
1,6709.77,1.76,1.43,-0.061,0.754,4.1
1,5178.83,0.88,0.88,0.32,-0.304,4.5
3,4662.41,0.7,0.74,0.229,-0.685,4.62
1,5518.42,1.81,0.97,-0.383,0.437,3.91
1,5685.03,1.35,1.01,0.065,0.235,4.18
1,5604.94,1.28,0.99,0.079,0.165,4.22
2,6056.56,1.17,1.13,-0.05,0.22,4.35
1,4969.97,0.85,0.82,0.296,-0.402,4.49
1,5350.63,0.78,0.93,-0.315,-0.342,4.62
1,6116.64,2.34,1.15,0.08,0.84,3.76
1,5805.59,1.39,1.04,0.066,0.298,4.17
1,4512.48,0.77,0.71,-0.163,-0.653,4.51
1,6263.03,1.34,1.22,0.012,0.396,4.27
1,5392.42,0.85,0.94,0.157,-0.256,4.55
1,4934.58,0.74,0.81,-0.142,-0.53,4.6
1,5959.63,1.27,1.09,0.203,0.262,4.27
2,6100.39,1.66,1.15,-0.055,0.538,4.06
1,5743.43,0.84,1.03,0.182,-0.161,4.6
1,5084.02,0.78,0.85,0.251,-0.435,4.58
1,5593.23,0.93,0.99,-0.313,-0.117,4.5
1,5084.79,0.94,0.85,-0.192,-0.277,4.42
2,6495.28,1.36,1.33,-0.219,0.472,4.29
1,5466.11,1.2,0.96,0.112,0.064,4.26
1,5572.03,1.12,0.98,0.364,0.041,4.33
1,4521.62,0.71,0.71,-0.264,-0.727,4.59
1,5856.28,1.45,1.06,0.059,0.351,4.14
1,5967.0,1.57,1.09,0.05,0.449,4.08
1,5996.17,1.18,1.11,-0.235,0.211,4.34
1,6076.29,1.42,1.14,-0.05,0.395,4.19
1,5861.91,1.47,1.06,-0.112,0.363,4.13
1,5799.61,2.87,1.04,0.026,0.926,3.54
1,6164.96,1.29,1.17,-0.092,0.333,4.29
1,5985.99,1.41,1.1,0.171,0.359,4.18
1,4914.65,0.73,0.81,-0.652,-0.555,4.62
1,3577.0,0.45,0.48,0.16,-1.533,4.81
1,6118.89,1.15,1.15,-0.302,0.221,4.38
1,5322.09,0.98,0.92,0.064,-0.156,4.42
1,5591.36,1.38,0.99,0.288,0.223,4.16
1,5492.85,0.83,0.96,-0.016,-0.244,4.58
1,6568.52,2.53,1.36,-0.053,1.032,3.76
1,4481.68,0.72,0.7,-0.435,-0.727,4.57
1,5558.2,0.9,0.98,0.319,-0.153,4.52
1,5670.58,1.54,1.01,-0.48,0.345,4.07
3,4898.13,0.72,0.8,-0.215,-0.572,4.63
1,6089.85,1.47,1.14,-0.009,0.428,4.16
1,5371.03,0.99,0.93,0.003,-0.136,4.42
1,5761.02,1.12,1.03,-0.388,0.094,4.35
3,6221.0,1.45,1.2,-0.13,0.452,4.2
1,4865.55,0.77,0.79,0.009,-0.523,4.56
1,5157.25,0.78,0.87,0.033,-0.414,4.6
3,6066.19,1.45,1.13,0.214,0.407,4.17
1,5972.25,2.34,1.1,0.027,0.798,3.74
1,6048.32,1.31,1.13,0.031,0.315,4.26
2,6083.0,1.75,1.14,-0.01,0.575,4.01
1,5975.31,2.04,1.1,-0.25,0.679,3.86
1,6032.07,1.59,1.12,0.119,0.481,4.08
1,5741.21,1.22,1.03,-0.055,0.16,4.28
3,5705.33,1.75,1.02,0.221,0.464,3.96
1,6259.72,1.7,1.22,0.122,0.604,4.06
1,5338.3,2.05,0.92,0.019,0.486,3.78
1,6058.57,2.39,1.13,-0.174,0.84,3.74
3,5879.0,1.17,1.0,0.02,0.155,4.29
3,5958.0,1.18,1.09,-0.199,0.198,4.33
1,6097.98,1.86,1.15,-0.152,0.636,3.96
1,5503.42,1.02,0.97,0.03,-0.063,4.41
1,5603.11,0.84,0.99,-0.5,-0.205,4.59
2,5755.0,1.03,1.03,0.13,0.022,4.42
3,5719.0,1.75,1.02,0.052,0.472,3.96
2,5602.86,0.95,0.99,0.083,-0.099,4.48
1,5357.56,0.8,0.93,0.116,-0.325,4.6
2,4710.62,0.73,0.75,0.32,-0.628,4.59
1,5057.15,0.81,0.84,0.303,-0.414,4.55
1,6046.65,1.28,1.12,-0.028,0.295,4.28
1,5718.08,1.06,1.02,-0.295,0.036,4.39
1,5647.55,1.36,1.0,-0.094,0.228,4.17
2,5734.01,1.63,1.02,0.282,0.41,4.02
1,5541.94,0.93,0.97,-0.052,-0.137,4.49
1,5488.86,0.89,0.96,-0.102,-0.188,4.52
2,5449.27,1.82,0.95,-0.195,0.421,3.9
1,5590.19,1.32,0.99,-0.171,0.188,4.19
2,5819.72,1.05,1.05,-0.207,0.061,4.41
1,5841.28,1.16,1.05,0.008,0.146,4.33
1,6047.83,2.02,1.13,-0.328,0.693,3.88
1,5679.72,1.02,1.01,-0.2,-0.008,4.42
1,5866.85,1.22,1.06,-0.37,0.204,4.29
1,5835.47,1.45,1.05,0.138,0.343,4.14
2,5990.67,1.56,1.1,-0.105,0.448,4.1
1,4321.49,0.58,0.68,-0.447,-0.983,4.75
1,5924.31,1.28,1.08,-0.274,0.263,4.25
1,5843.03,1.38,1.05,-0.117,0.302,4.18
2,6187.46,1.49,1.19,0.0,0.467,4.17
1,6680.5,2.16,1.41,0.067,0.923,3.92
1,5025.35,0.8,0.84,0.172,-0.437,4.56
1,4612.69,0.76,0.73,-0.192,-0.626,4.54
2,5646.27,1.7,1.0,0.115,0.425,3.98
2,6212.47,1.46,1.2,0.22,0.458,4.19
2,5378.93,0.92,0.93,-0.01,-0.198,4.48
1,6535.29,2.01,1.35,0.198,0.822,3.96
1,5201.9,0.77,0.88,0.022,-0.403,4.61
4,3841.0,0.54,0.54,-0.18,-1.252,4.71
1,6139.23,1.7,1.16,-0.331,0.568,4.04
1,5566.33,1.81,0.98,0.27,0.45,3.92
1,4982.83,0.7,0.82,0.129,-0.56,4.66
1,4905.0,0.75,0.8,-0.13,-0.534,4.59
4,5550.0,1.1,0.98,0.27,0.016,4.35
1,5388.77,1.02,0.94,-0.116,-0.1,4.39
1,5579.13,1.78,0.98,0.258,0.439,3.93
1,6565.0,1.97,1.36,0.067,0.811,3.98
1,6071.93,1.24,1.13,0.123,0.277,4.3
1,5874.91,1.22,1.06,-0.014,0.204,4.29
2,5998.2,1.33,1.11,-0.073,0.312,4.24
1,6395.0,2.05,1.51,0.12,0.799,3.99
2,6108.41,1.19,1.15,-0.039,0.251,4.35
1,6037.31,1.78,1.12,-0.104,0.579,3.99
1,5026.67,0.81,0.84,0.182,-0.422,4.54
2,4847.2,0.85,0.79,0.264,-0.446,4.48
1,3950.0,0.57,0.59,0.04,-1.158,4.7
1,5778.06,1.55,1.04,-0.063,0.383,4.07
1,5571.05,1.49,0.98,-0.18,0.284,4.08
1,5750.42,1.59,1.03,-0.307,0.395,4.05
1,6294.63,1.68,1.23,-0.039,0.599,4.08
1,5490.38,1.75,0.96,-0.13,0.398,3.94
1,6276.7,2.51,1.23,0.078,0.944,3.73
2,5836.51,1.37,1.05,-0.073,0.294,4.19
1,5639.91,1.39,1.0,0.31,0.243,4.15
1,6062.77,2.45,1.13,0.141,0.862,3.71
1,6360.19,1.41,1.26,-0.129,0.468,4.24
2,6042.38,1.26,1.12,-0.185,0.282,4.29
1,5572.13,1.56,0.98,0.068,0.325,4.04
1,5677.43,1.06,1.01,0.151,0.021,4.39
1,6173.11,1.29,1.18,-0.092,0.34,4.29
1,4789.74,0.69,0.77,0.244,-0.651,4.65
1,5783.09,0.92,1.04,-0.03,-0.069,4.53
2,6080.6,2.0,1.14,-0.001,0.692,3.89
1,4581.87,0.66,0.72,0.191,-0.768,4.66
1,5892.3,2.2,1.07,-0.146,0.721,3.78
1,3950.0,0.52,0.54,-0.21,-1.247,4.74
2,5916.53,1.13,1.08,-0.026,0.148,4.37
1,5651.02,1.02,1.0,-0.484,-0.023,4.42
1,5311.62,0.79,0.91,0.111,-0.351,4.6
3,5774.53,1.84,1.03,0.204,0.531,3.92
2,5887.37,1.57,1.07,-0.01,0.427,4.07
2,5499.89,0.88,0.96,-0.205,-0.199,4.54
1,5904.05,1.19,1.07,-0.077,0.194,4.31
1,5619.43,1.09,0.99,0.236,0.029,4.36
1,4986.94,0.8,0.83,0.102,-0.449,4.55
1,4693.28,0.77,0.75,-0.079,-0.587,4.54
1,5567.9,0.98,0.98,0.116,-0.083,4.45
1,5599.53,2.66,0.99,-0.447,0.796,3.59
2,5757.09,1.98,1.03,0.043,0.587,3.86
3,5380.49,1.0,0.93,0.381,-0.119,4.4
2,5548.33,1.63,0.98,-0.051,0.355,4.01
1,5836.36,1.39,1.05,0.022,0.304,4.17
1,4937.39,0.8,0.81,0.173,-0.464,4.54
1,5550.93,1.33,0.98,0.193,0.177,4.18
1,5515.0,0.99,1.02,0.36,-0.087,4.46
1,4789.85,1.23,0.77,-0.154,-0.144,4.14
1,5507.61,1.88,0.97,0.114,0.468,3.88
1,5595.29,1.26,0.99,-0.263,0.149,4.23
1,5327.83,0.81,0.92,0.088,-0.324,4.59
2,5303.09,0.81,0.91,0.124,-0.334,4.58
1,6684.51,1.96,1.41,-0.082,0.838,4.0
1,3484.0,0.39,0.42,0.15,-1.695,4.87
2,5491.0,0.95,0.94,0.17,-0.129,4.46
2,5442.9,0.92,0.95,0.184,-0.17,4.48
2,6145.0,1.29,1.2,0.119,0.328,4.29
2,6181.58,1.37,1.18,0.107,0.391,4.24
1,6447.86,1.54,1.31,-0.033,0.566,4.18
1,6963.86,1.89,1.53,0.032,0.879,4.07
2,6856.98,1.57,1.49,-0.193,0.691,4.22
2,5050.0,0.76,0.84,-0.12,-0.465,4.6
1,4981.13,0.7,0.82,0.092,-0.569,4.67
1,5676.14,1.15,1.01,0.07,0.092,4.32
1,5472.95,0.99,0.96,0.18,-0.099,4.43
1,5797.81,0.98,1.04,0.074,-0.006,4.47
1,5581.31,1.06,0.98,0.294,-0.011,4.38
3,5338.57,0.82,0.92,0.085,-0.311,4.58
1,6473.13,1.7,1.32,-0.211,0.662,4.1
1,4233.97,0.72,0.66,-0.131,-0.822,4.54
1,5301.74,0.8,0.91,-0.038,-0.336,4.59
4,5611.29,1.15,0.99,0.081,0.07,4.31
1,6620.14,1.33,1.39,-0.102,0.487,4.33
1,4820.0,0.71,0.74,-0.08,-0.606,4.61
1,5112.8,0.93,0.86,0.045,-0.277,4.44
1,5812.86,1.27,1.05,0.113,0.222,4.25
2,4339.18,0.77,0.68,-0.142,-0.721,4.49
2,4057.0,0.53,0.54,-0.33,-1.21,4.72
1,6256.78,1.13,1.22,-0.138,0.244,4.42
1,4871.52,1.11,0.79,-0.101,-0.201,4.24
1,5245.96,0.82,0.9,-0.089,-0.338,4.56
1,5566.78,0.82,0.98,0.191,-0.231,4.6
1,5904.54,1.1,1.07,-0.028,0.119,4.39
1,5001.44,0.77,0.83,0.251,-0.48,4.59
1,5216.81,0.89,0.89,0.157,-0.276,4.49
2,5039.78,0.79,0.84,0.254,-0.44,4.57
1,5658.26,1.0,1.0,0.216,-0.034,4.44
1,5771.76,1.76,1.03,-0.027,0.491,3.96
1,5068.0,0.78,0.85,-0.15,-0.437,4.58
1,6087.94,1.32,1.14,0.081,0.335,4.25
3,5727.26,1.13,1.02,-0.059,0.091,4.34
1,5595.94,1.33,0.99,-0.009,0.194,4.19
1,5917.22,1.46,1.08,-0.436,0.373,4.14
1,5674.51,0.96,1.01,0.305,-0.063,4.48
1,5995.2,1.45,1.1,0.065,0.391,4.15
1,5529.03,1.07,0.97,0.009,-0.018,4.37
1,6190.32,1.07,1.19,-0.23,0.183,4.45
1,5697.81,1.48,1.01,-0.261,0.32,4.1
1,4745.0,0.7,0.72,-0.1,-0.652,4.62
1,5781.61,0.95,1.04,0.067,-0.039,4.5
1,4018.2,0.77,0.63,-0.124,-0.858,4.47
2,5102.0,0.87,0.86,0.11,-0.339,4.5
1,6161.41,1.11,1.17,-0.205,0.201,4.42
1,5461.0,0.92,0.92,0.12,-0.171,4.49
1,5894.79,2.17,1.07,-0.037,0.709,3.8
2,5106.92,0.73,0.86,-0.14,-0.483,4.64
1,6202.69,1.8,1.19,-0.192,0.638,4.0
1,5988.14,1.38,1.1,-0.128,0.341,4.2
1,6391.96,1.8,1.28,-0.104,0.69,4.03
1,5724.26,1.48,1.02,-0.301,0.326,4.11
1,6309.49,1.29,1.24,0.173,0.373,4.31
1,5580.71,0.75,0.99,0.147,-0.303,4.68
2,5410.9,0.97,0.94,0.141,-0.138,4.44
1,5979.67,1.49,1.1,-0.118,0.406,4.13
1,6168.72,1.84,1.18,-0.123,0.646,3.98
1,5269.14,0.88,0.9,0.2,-0.265,4.5
1,5619.51,1.39,0.99,0.146,0.237,4.15
1,5906.0,0.83,0.82,-0.76,-0.114,4.53
1,6140.8,2.19,1.16,-0.134,0.787,3.82
2,3240.0,0.23,0.2,-0.15,-2.287,5.0
1,4240.0,0.55,0.58,-0.23,-1.066,4.72
1,3759.27,0.46,0.57,-0.021,-1.418,4.87
1,3638.0,0.38,0.4,-0.3,-1.638,4.88
1,4807.0,0.69,0.72,-0.18,-0.636,4.62
1,5597.0,1.18,1.01,-0.088,0.09,4.3
1,5616.6,1.13,0.99,-0.107,0.055,4.33
1,6043.43,1.08,1.12,-0.296,0.143,4.43
2,5696.0,1.05,1.01,0.11,0.021,4.4
1,5843.47,3.91,1.05,-0.247,1.206,3.27
1,6305.24,1.88,1.24,-0.36,0.702,3.98
1,5070.9,0.73,0.85,-0.319,-0.498,4.64
1,5049.84,0.78,0.84,-0.013,-0.45,4.58
1,5941.54,1.09,1.09,-0.26,0.123,4.4
4,4884.0,0.75,0.78,0.02,-0.539,4.58
4,4890.0,0.73,0.77,-0.03,-0.57,4.61
4,4826.67,0.76,0.78,0.081,-0.552,4.57
1,5135.55,0.93,0.87,0.25,-0.266,4.44
1,6131.95,1.09,1.16,-0.25,0.179,4.43
1,6014.95,1.13,1.11,0.228,0.179,4.38
1,5473.91,0.88,0.96,0.056,-0.206,4.53
1,5853.19,1.13,1.06,0.254,0.129,4.36
1,6013.72,1.25,1.11,0.108,0.265,4.29
1,5619.12,0.84,0.99,-0.048,-0.196,4.58
1,4706.54,0.67,0.75,0.127,-0.707,4.67
1,5714.96,1.2,1.02,0.077,0.141,4.29
1,5731.43,1.0,1.02,-0.146,-0.016,4.45
2,5432.34,0.88,0.95,0.026,-0.218,4.53
1,5473.19,0.99,0.96,-0.035,-0.104,4.43
1,4681.53,0.77,0.75,0.034,-0.588,4.54
1,4975.03,0.74,0.82,0.08,-0.518,4.61
1,5781.0,1.01,1.04,0.26,0.012,4.45
1,5146.0,0.84,0.87,0.03,-0.351,4.53
1,5746.0,1.7,1.13,0.196,0.452,4.03
1,5725.02,1.73,1.02,0.146,0.46,3.97
2,6312.0,1.26,1.14,-0.2,0.354,4.3
1,6157.0,1.12,1.09,0.0,0.182,4.37
1,5789.91,1.14,1.04,0.046,0.115,4.34
3,5521.0,1.0,0.97,0.11,-0.079,4.43
1,5572.0,0.91,0.98,-0.07,-0.143,4.51
1,6334.8,1.45,1.25,-0.113,0.486,4.21
1,6088.22,2.16,1.14,0.116,0.76,3.83
1,6033.33,1.48,1.12,-0.045,0.417,4.15
1,4813.46,0.7,0.78,-0.104,-0.624,4.64
1,6591.89,1.52,1.37,-0.06,0.593,4.21
1,5839.24,0.93,1.05,-0.308,-0.04,4.52
1,5752.63,1.84,1.03,0.092,0.526,3.92
1,5665.31,1.08,1.01,-0.097,0.034,4.38
1,5298.27,0.89,0.91,0.174,-0.251,4.5
2,5629.05,1.14,1.0,0.036,0.074,4.32
1,4923.57,0.69,0.81,0.079,-0.6,4.67
1,5838.73,1.37,1.05,0.095,0.296,4.18
1,6276.71,1.39,1.23,0.14,0.43,4.24
1,5910.67,1.13,1.08,-0.076,0.144,4.37
1,5804.06,1.57,1.04,0.028,0.402,4.06
3,4724.0,0.77,0.76,-0.44,-0.57,4.54
1,5714.58,0.93,1.02,-0.104,-0.079,4.51
1,3842.11,0.54,0.59,-0.007,-1.242,4.74
1,5624.37,2.1,1.0,0.197,0.599,3.79
1,5623.54,0.94,1.0,-0.196,-0.098,4.49
1,5572.72,1.08,0.98,0.031,0.007,4.36
1,6270.99,1.5,1.22,-0.244,0.496,4.17
1,4238.82,0.62,0.66,0.143,-0.95,4.67
1,5969.97,1.28,1.1,0.048,0.274,4.26
1,6085.02,1.45,1.14,0.011,0.415,4.17
1,5788.86,1.22,1.04,-0.24,0.175,4.28
1,5172.78,0.7,0.88,-0.318,-0.503,4.69
1,5942.35,1.17,1.09,-0.275,0.19,4.34
1,5910.19,1.27,1.08,0.138,0.246,4.27
1,5961.17,1.13,1.09,-0.1,0.164,4.37
1,5600.06,1.02,0.99,0.051,-0.033,4.41
1,5385.22,0.9,0.93,0.078,-0.217,4.5
1,5111.02,0.76,0.86,0.101,-0.451,4.61
1,5718.47,1.22,1.02,-0.005,0.159,4.27
2,5218.43,0.89,0.89,0.123,-0.278,4.49
1,5300.76,0.91,0.91,0.191,-0.234,4.48
1,5709.57,1.1,1.02,0.01,0.062,4.37
1,4155.94,0.64,0.65,0.104,-0.957,4.64
3,5359.0,0.95,0.93,0.2,-0.172,4.45
3,5345.0,1.11,0.97,0.19,-0.031,4.31
1,5211.68,0.99,0.89,-0.258,-0.188,4.4
1,6363.16,1.65,1.27,-0.234,0.603,4.11
1,4922.21,0.8,0.81,0.03,-0.471,4.54
2,5153.84,0.81,0.87,-0.023,-0.379,4.56
1,5453.7,0.93,0.95,0.11,-0.158,4.48
1,4906.0,0.75,0.8,-0.23,-0.531,4.59
2,5883.25,1.43,1.07,0.072,0.344,4.16
1,5524.03,0.95,0.97,0.104,-0.124,4.47
1,5021.85,0.72,0.83,0.072,-0.532,4.65
1,5528.0,0.96,0.97,-0.022,-0.111,4.46
2,5670.06,1.07,1.01,0.101,0.026,4.39
1,6273.82,1.75,1.22,0.15,0.631,4.04
1,5278.15,0.81,0.91,-0.42,-0.337,4.58
1,6100.88,1.48,1.15,0.142,0.437,4.16
1,6031.59,1.7,1.12,0.046,0.537,4.03
3,5437.21,0.87,0.95,-0.196,-0.225,4.54
1,4679.82,0.77,0.75,-0.038,-0.587,4.54
1,4836.97,0.73,0.79,-0.032,-0.578,4.61
1,4895.16,0.75,0.8,0.275,-0.53,4.59
1,5058.9,0.77,0.84,0.207,-0.453,4.59
2,5845.23,1.16,1.05,0.068,0.154,4.33
5,3788.0,0.47,0.48,-0.28,-1.385,4.77
5,3755.0,0.52,0.54,-0.26,-1.26,4.74
1,5491.41,0.9,0.96,0.328,-0.181,4.51
1,5783.31,1.41,1.04,0.267,0.3,4.16
1,5828.35,1.57,1.05,-0.486,0.41,4.07
1,5758.53,1.04,1.03,0.057,0.03,4.42
1,5603.03,1.37,0.99,0.011,0.219,4.16
1,4548.13,0.75,0.72,-0.076,-0.662,4.54
2,5770.0,0.94,1.03,0.0,-0.05,4.5
1,5318.1,1.18,0.92,0.376,0.003,4.26
1,5003.39,0.83,0.83,0.204,-0.41,4.52
1,5886.33,1.58,1.07,-0.066,0.429,4.07
1,5459.59,1.02,0.95,0.158,-0.077,4.4
1,5854.91,1.51,1.06,-0.044,0.384,4.1
1,5156.0,0.88,0.87,-0.14,-0.307,4.49
1,5579.42,1.41,0.98,0.297,0.237,4.13
1,5426.1,1.74,0.95,0.445,0.374,3.93
1,5981.61,1.27,1.1,-0.161,0.267,4.27
1,5484.37,0.85,0.96,0.332,-0.231,4.56
1,4732.81,0.69,0.76,0.197,-0.672,4.65
3,5511.0,0.91,0.97,-0.12,-0.161,4.5
1,5609.94,1.03,0.99,0.112,-0.025,4.41
1,4962.52,0.7,0.82,-0.223,-0.576,4.67
3,5144.15,0.78,0.87,0.13,-0.414,4.59
1,5641.52,0.99,1.0,0.051,-0.049,4.45
1,5229.22,0.87,0.89,-0.002,-0.296,4.51
3,5500.71,0.99,0.96,0.357,-0.094,4.43
1,5873.66,1.08,1.06,0.051,0.1,4.39
2,6156.49,2.22,1.17,-0.013,0.806,3.81
1,5626.42,1.25,1.0,-0.2,0.152,4.24
1,5683.3,1.74,1.01,-0.08,0.452,3.96
1,6002.51,2.25,1.11,0.138,0.774,3.78
1,5590.44,0.95,0.99,0.088,-0.103,4.48
1,5686.6,2.04,1.01,-0.043,0.593,3.82
1,4957.62,0.76,0.82,0.051,-0.505,4.59
1,6205.12,1.49,1.19,-0.11,0.474,4.17
1,5742.17,0.88,1.03,-0.038,-0.116,4.56
1,5859.78,1.1,1.06,-0.138,0.108,4.38
1,6397.79,1.38,1.28,0.082,0.456,4.27
1,4525.59,0.64,0.71,0.296,-0.808,4.68
1,5732.29,1.69,1.02,0.217,0.445,3.99
1,5992.88,1.05,1.1,0.165,0.111,4.44
1,5930.28,2.15,1.08,0.084,0.713,3.81
1,5526.06,0.84,0.97,0.146,-0.223,4.57
1,5825.26,1.28,1.05,0.207,0.23,4.25
1,4709.51,0.75,0.75,-0.095,-0.601,4.56
1,5938.54,1.29,1.08,-0.033,0.271,4.25
1,5542.49,0.99,0.98,0.011,-0.076,4.43
1,4764.58,0.76,0.77,-0.304,-0.567,4.56
4,5963.52,1.21,1.09,-0.441,0.222,4.31
2,5818.0,1.38,1.12,0.23,0.294,4.2
1,5734.0,1.06,1.02,0.08,0.041,4.39
1,4606.75,0.71,0.73,-0.246,-0.694,4.6
1,5690.05,0.92,1.01,0.179,-0.094,4.51
3,5569.29,0.95,0.98,0.114,-0.109,4.48
1,5883.45,1.27,1.07,-0.196,0.244,4.26
1,5293.51,0.74,0.91,-0.318,-0.411,4.66
2,5698.3,0.92,1.01,-0.048,-0.097,4.52
1,5373.47,1.14,0.93,-0.124,-0.009,4.29
1,5337.39,1.11,0.92,0.258,-0.042,4.31
1,5581.44,0.99,0.98,0.096,-0.066,4.44
6,5489.0,0.91,0.96,0.02,-0.165,4.5
6,5466.0,0.94,0.91,0.02,-0.069,4.44
6,5455.0,0.94,0.91,0.01,-0.149,4.4
2,5838.55,0.99,1.05,-0.006,0.008,4.47
2,6240.51,1.28,1.21,-0.044,0.348,4.31
2,4603.51,0.75,0.73,-0.263,-0.638,4.55
3,5871.24,1.08,1.06,0.048,0.094,4.4
2,4281.6,0.6,0.67,-0.125,-0.956,4.7
3,5588.41,1.17,0.99,0.021,0.084,4.29
4,6000.9,1.32,1.11,-0.042,0.309,4.24
2,5463.31,0.96,0.96,0.11,-0.129,4.45
1,6248.42,1.91,1.21,-0.079,0.699,3.96
1,6305.0,1.9,1.41,-0.03,0.715,4.03
2,4564.61,0.64,0.72,0.277,-0.799,4.69
2,5286.58,0.74,0.91,0.151,-0.413,4.66
2,5881.14,1.5,1.07,0.116,0.383,4.12
2,5712.0,1.12,1.02,0.157,0.082,4.35
2,6036.57,1.65,1.12,-0.091,0.511,4.05
4,5697.97,0.9,1.01,-0.443,-0.117,4.54
2,6093.45,1.63,1.14,-0.149,0.518,4.07
3,5502.0,1.11,0.97,0.37,0.009,4.33
3,5766.61,1.28,1.03,0.361,0.214,4.24
1,5594.0,0.86,0.99,-0.27,-0.19,4.57
1,5518.0,0.98,0.97,-0.29,-0.102,4.44
4,4457.96,0.77,0.7,-0.174,-0.676,4.51
4,5284.79,0.75,0.91,0.062,-0.404,4.65
4,5803.0,1.52,1.04,0.19,0.371,4.09
2,5524.63,0.95,0.97,0.081,-0.121,4.47
3,5861.98,1.53,1.06,-0.112,0.398,4.09
3,5760.0,1.52,1.11,-0.09,0.362,4.0
4,3996.0,0.49,0.51,-0.51,-1.253,4.75
2,4819.0,0.83,0.78,0.16,-0.475,4.49
4,5998.38,1.09,1.11,-0.071,0.142,4.41
4,5800.0,1.07,1.03,-0.24,0.064,4.34
2,5175.0,0.77,0.88,0.18,-0.418,4.61
3,4815.73,0.8,0.78,-0.014,-0.508,4.52
3,6212.0,1.48,1.2,-0.01,0.467,4.18
3,6354.0,1.34,1.26,0.11,0.422,4.29
3,5130.94,1.02,0.86,0.339,-0.183,4.35
2,4837.57,0.73,0.79,0.303,-0.575,4.6
4,4486.0,0.46,0.7,-0.21,-1.111,4.96
2,5250.0,1.09,0.9,0.0,-0.092,4.32
2,5122.5,0.74,0.86,0.162,-0.471,4.64
2,5435.5,0.96,0.95,-0.338,-0.14,4.45
2,5188.56,0.73,0.88,-0.031,-0.456,4.65
2,6250.28,1.89,1.21,0.047,0.689,3.97
2,6005.31,1.33,1.11,0.001,0.318,4.23
3,5399.0,0.78,0.94,0.41,-0.329,4.62
3,5645.65,0.78,1.0,-0.105,-0.253,4.65
3,5528.34,1.18,0.97,0.09,0.066,4.28
2,5668.23,1.31,1.01,-0.211,0.201,4.21
3,6689.45,1.35,1.42,-0.114,0.519,4.33
2,4660.99,0.65,0.74,0.145,-0.745,4.68
2,5451.96,1.04,0.95,0.121,-0.064,4.38
2,5486.3,0.95,0.96,0.117,-0.134,4.47
3,5990.0,1.0,1.08,0.05,0.061,4.47
3,5968.88,1.06,1.1,-0.01,0.113,4.43
2,5358.15,0.82,0.93,-0.511,-0.297,4.57
5,3572.0,0.43,0.45,-0.12,-1.569,4.83
3,5006.6,1.01,0.83,0.199,-0.237,4.35
3,5627.92,0.96,1.0,0.187,-0.08,4.47
2,5756.0,1.06,1.03,0.18,0.049,4.4
2,4066.55,0.62,0.64,-0.414,-1.021,4.65
2,4714.0,0.77,0.75,0.26,-0.574,4.54
3,6011.2,1.3,1.11,-0.131,0.301,4.25
3,5841.2,1.22,1.05,-0.095,0.193,4.29
2,6158.44,1.75,1.17,0.121,0.598,4.02
2,5219.54,0.94,0.89,0.322,-0.226,4.44
2,5783.0,1.0,1.04,-0.28,0.004,4.45
2,5940.12,0.95,1.08,0.332,0.004,4.52
3,5589.32,0.87,0.99,-0.015,-0.181,4.56
2,6036.53,1.41,1.12,-0.123,0.374,4.19
2,5762.08,0.99,1.03,0.121,-0.008,4.46
2,5840.45,1.16,1.05,-0.215,0.151,4.33
3,5585.15,0.8,0.99,0.017,-0.255,4.63
3,5179.81,1.04,0.88,0.239,-0.157,4.35
5,5904.0,1.82,1.29,0.025,0.556,4.03
5,5904.0,1.71,1.07,0.15,0.507,4.0
3,4604.9,0.64,0.73,0.118,-0.784,4.69
2,4470.56,0.62,0.7,0.046,-0.857,4.7
3,5907.82,1.02,1.07,-0.012,0.056,4.45
2,5928.73,1.84,1.08,0.278,0.578,3.94
2,5694.42,1.79,1.01,0.091,0.481,3.94
