sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5220.00,0.68,0.71,-0.540,,4.63
1,5202.00,0.78,0.85,-0.070,,4.58
1,5084.00,0.77,,-0.539,,4.63
1,,,,,,
1,5271.00,0.99,,,,
1,5220.00,0.68,0.71,-0.540,,4.63
1,5220.00,0.68,0.71,-0.540,,4.63
1,5273.00,0.80,0.86,0.000,,4.57
1,5220.00,0.68,0.71,-0.540,,4.63
1,,,,,,
1,4871.52,1.11,0.79,-0.101,-0.201,4.24
1,4976.50,0.99,,,-0.264,
1,5328.00,0.78,0.88,-0.100,,4.59
1,5328.00,0.78,0.88,-0.100,,4.59
1,5153.66,0.79,,,-0.396,
1,5073.00,0.80,,,,
1,5288.00,0.81,0.85,-0.090,,4.56
1,5328.00,0.78,0.88,-0.100,,4.59
1,,,,,,
1,5072.00,0.82,0.82,0.140,,4.52
1,5245.96,0.82,0.90,-0.089,-0.338,4.56
1,5170.00,0.52,,-0.050,,4.94
1,5204.00,0.78,0.88,,-0.393,4.60
1,5297.00,0.81,0.84,-0.100,,4.56
1,5462.00,0.76,0.83,-0.280,,4.59
1,,,,,,
1,5462.00,0.76,0.83,-0.280,,4.59
1,5269.00,0.70,,-0.266,,4.72
1,5275.00,0.97,0.85,0.180,,4.40
1,5462.00,0.76,0.83,-0.280,,4.59
1,5012.33,0.84,,,-0.396,
1,5121.00,0.81,,,,
1,6208.00,1.01,1.07,-0.160,,4.46
1,5774.75,1.59,,,0.403,
1,5866.00,1.06,1.04,0.030,,4.40
1,6208.00,1.01,1.07,-0.160,,4.46
1,6201.00,0.99,1.06,-0.200,,4.47
1,6208.00,1.01,1.07,-0.160,,4.46
1,5845.00,1.53,1.05,,0.389,4.09
1,6210.00,1.53,,,,
1,5967.00,0.92,,-0.171,,4.54
1,,,,,,
1,,,,,,
1,5812.00,1.01,0.94,-0.100,,4.40
1,5550.00,0.86,,,,
1,5566.78,0.82,0.98,0.191,-0.231,4.60
1,5812.00,1.01,0.94,-0.100,,4.40
1,5218.00,0.92,,,-0.248,
1,5550.00,0.88,0.97,0.120,,4.54
1,5572.00,1.07,,-0.109,,4.40
1,5812.00,1.01,0.94,-0.100,,4.40
1,5608.00,0.95,0.97,0.080,,4.47
1,5757.67,1.09,,,0.068,
1,6225.00,1.03,1.09,-0.120,,4.45
1,6225.00,1.03,1.09,-0.120,,4.45
1,6267.00,1.06,,,,
1,,,,,,
1,6225.00,1.03,1.09,-0.120,,4.45
1,6014.00,0.82,,-0.057,,4.63
1,6099.00,1.17,1.11,0.020,,4.34
1,6260.00,1.06,1.12,-0.080,,4.43
1,5904.54,1.10,1.07,-0.028,0.119,4.39
1,5115.00,0.85,0.80,0.080,,4.48
1,5115.00,0.85,0.80,0.080,,4.48
1,5115.00,0.85,0.80,0.080,,4.48
1,4956.00,0.77,,,-0.487,
1,5115.00,0.85,0.80,0.080,,4.48
1,,,,,,
1,5115.00,0.85,0.80,0.080,,4.48
1,4946.00,1.06,,0.075,,4.37
1,5092.00,0.74,,,,
1,5101.00,0.79,0.83,0.000,,4.57
1,5001.44,0.77,0.83,0.251,-0.480,4.59
1,,,,,,
1,5224.00,0.89,,,,
1,5316.00,0.82,0.86,-0.040,,4.55
1,5211.00,0.75,,0.087,,4.66
1,5216.81,0.89,0.89,0.157,-0.276,4.49
1,5406.00,0.82,0.93,0.070,,4.58
1,,,,,,
1,5406.00,0.82,0.93,0.070,,4.58
1,5196.00,0.89,0.83,0.120,,4.46
1,5406.00,0.82,0.93,0.070,,4.58
1,5112.00,0.91,,,-0.297,
2,5106.00,0.80,0.84,0.040,,4.56
2,5078.00,0.81,,,,
2,5075.00,0.77,0.80,-0.020,,4.57
2,5097.00,0.80,0.83,0.080,,4.55
2,5075.00,0.77,0.80,-0.020,,4.57
2,5031.00,0.74,0.74,,,4.57
2,4981.50,0.81,,,-0.441,
2,,,,,,
2,5075.00,0.77,0.80,-0.020,,4.57
2,5097.00,0.80,0.83,0.080,,4.55
2,4980.00,0.82,,-0.014,,4.56
2,5075.00,0.77,0.80,-0.020,,4.57
2,5031.00,0.74,0.74,,,4.57
2,5075.00,0.77,0.80,-0.020,,4.57
2,5075.00,0.77,0.80,-0.020,,4.57
2,4980.00,0.76,,,,4.56
2,4980.00,0.76,,,,4.56
2,5094.00,0.81,,,,4.55
2,5039.78,0.79,0.84,0.254,-0.440,4.57
2,,,,,,
2,4980.00,0.76,,,,4.56
1,,,,,,
1,5549.00,1.07,,-0.130,,4.40
1,5755.00,0.99,0.91,-0.140,,4.40
1,5767.00,0.97,,,,
1,5526.33,1.02,,,-0.059,
1,5755.00,0.99,0.91,-0.140,,4.40
1,5755.00,0.99,0.91,-0.140,,4.40
1,5815.00,1.02,1.02,0.040,,4.43
1,5755.00,0.99,0.91,-0.140,,4.40
1,5658.26,1.00,1.00,0.216,-0.034,4.44
1,5717.00,0.86,0.96,-0.080,,4.55
1,5717.00,0.86,0.96,-0.080,,4.55
1,5718.00,0.86,0.96,-0.080,,4.55
1,,,,,,
1,5692.00,1.00,1.01,,-0.020,4.44
1,5528.00,0.75,,-0.058,,4.68
1,5725.00,0.96,,,,
1,5332.00,1.04,,,-0.101,
1,5957.00,1.11,1.07,0.040,,4.38
1,5717.00,0.86,0.96,-0.080,,4.55
1,5703.75,1.71,,,0.446,
1,6362.00,1.38,1.20,-0.020,,4.24
1,6345.00,1.55,,,,
1,6362.00,1.38,1.20,-0.020,,4.24
1,5771.76,1.76,1.03,-0.027,0.491,3.96
1,6341.00,1.30,1.17,-0.040,,4.28
1,,,,,,
1,6362.00,1.38,1.20,-0.020,,4.24
1,5760.00,1.05,1.02,0.110,,4.41
1,5757.00,0.88,0.97,-0.060,,4.54
1,5407.00,,,,,
1,5526.00,0.86,,-0.055,,4.58
1,5765.00,0.99,1.00,0.020,,4.45
1,,,,,,
1,5757.00,0.88,0.97,-0.060,,4.54
1,5757.00,0.88,0.97,-0.060,,4.54
1,5757.00,0.88,0.97,-0.060,,4.54
1,5599.01,,,0.266,,
1,5505.00,0.91,0.95,0.160,,4.50
1,5576.00,0.85,0.95,0.020,,4.56
1,5330.67,0.98,,,-0.151,
1,5576.00,0.85,0.95,0.020,,4.56
1,,,,,,
1,5435.00,0.97,0.95,,-0.135,4.45
1,,,,,,
1,5505.00,0.91,0.95,0.160,,4.50
1,5576.00,0.85,0.95,0.020,,4.56
1,5504.00,0.94,,,,
1,5374.00,0.64,,-0.011,,4.80
1,5576.00,0.85,0.95,0.020,,4.56
1,5528.00,0.90,0.93,0.030,,4.50
1,5576.00,0.85,0.95,0.020,,4.56
1,5107.00,0.72,0.79,-0.200,,4.62
1,4809.00,0.70,,,-0.623,
1,4940.00,0.73,0.76,-0.160,,4.60
1,5112.00,0.73,0.78,-0.200,,4.61
1,5112.00,0.73,0.78,-0.200,,4.61
1,4925.00,0.75,,-0.205,,4.62
1,5112.00,0.73,0.78,-0.200,,4.61
1,,,,,,
1,5113.00,0.69,,,,
1,4872.00,0.73,0.79,,-0.564,4.61
1,5109.00,0.75,,,,
1,5166.00,0.68,0.75,-0.420,,4.65
1,5068.00,0.78,0.85,-0.150,-0.437,4.58
1,5113.18,0.74,,,-0.470,
1,5102.00,0.84,0.81,0.100,,4.50
1,5254.00,0.81,0.84,-0.070,,4.56
1,5166.00,0.68,0.75,-0.420,,4.65
1,,,,,,
1,5025.00,0.56,,-0.426,,4.87
1,5166.00,0.68,0.75,-0.420,,4.65
1,5858.00,0.90,0.94,-0.200,,4.50
1,5562.00,0.94,0.98,,-0.122,4.49
1,5859.00,0.89,,,,
1,5858.00,0.90,0.94,-0.200,,4.50
1,5208.96,1.02,,,-0.162,
1,5581.00,0.94,,-0.199,,4.51
1,,,,,,
1,5858.00,0.90,0.94,-0.200,,4.50
1,5858.00,0.90,0.94,-0.200,,4.50
1,5655.00,0.93,0.95,-0.030,,4.49
1,5821.00,1.21,1.02,0.100,,4.28
1,5821.00,1.21,1.02,0.100,,4.28
1,5970.00,0.90,,-0.064,,4.56
1,5956.00,1.19,1.09,0.090,,4.32
1,5821.00,1.21,1.02,0.100,,4.28
1,5821.00,1.21,1.02,0.100,,4.28
1,,,,,,
1,5954.00,1.26,1.09,,0.258,4.27
1,5828.00,1.29,,,0.240,
1,5848.00,1.25,,,,
1,6319.00,1.40,1.25,0.060,,4.24
1,6174.00,1.32,1.11,0.020,,4.24
1,6087.94,1.32,1.14,0.081,0.335,4.25
1,,,,,,
1,6185.00,1.09,1.04,-0.120,,4.38
1,6185.00,1.09,1.04,-0.120,,4.38
1,6185.00,1.09,1.04,-0.120,,4.38
1,6185.00,1.09,1.04,-0.120,,4.38
1,6185.00,1.09,1.04,-0.120,,4.38
1,6174.00,1.32,1.11,0.020,,4.24
1,5930.00,1.11,,-0.119,,4.39
1,,,,,,
1,6174.00,1.27,,,,
1,6185.00,1.09,1.04,-0.120,,4.38
1,5784.25,1.36,,,0.274,
3,5750.00,0.90,,,,4.53
3,5767.00,1.01,0.92,-0.120,,4.39
3,5988.00,0.93,1.02,-0.120,,4.51
3,,,,,,
3,,,,,,
3,5866.00,1.03,1.02,-0.010,,4.42
3,5988.00,0.93,1.02,-0.120,,4.51
3,5988.00,0.93,1.02,-0.120,,4.51
3,5767.00,1.01,0.92,-0.120,,4.39
3,5791.00,1.08,,,,
3,5988.00,0.93,1.02,-0.120,,4.51
3,5988.00,0.93,1.02,-0.120,,4.51
3,5774.00,1.04,,,,4.39
3,5767.00,1.01,0.92,-0.120,,4.39
3,5988.00,0.93,1.02,-0.120,,4.51
3,5750.00,0.92,,-0.108,,4.54
3,5969.00,0.92,1.03,,,4.52
3,5988.00,0.93,1.02,-0.120,,4.51
3,5727.26,1.13,1.02,-0.059,0.091,4.34
3,5988.00,0.93,1.02,-0.120,,4.51
3,5969.00,0.92,1.03,,,4.52
3,5969.00,0.92,1.03,,,4.52
3,,,,,,
3,5988.00,0.93,1.02,-0.120,,4.51
3,5750.00,0.90,,,,4.53
3,5756.00,1.07,,,0.054,
3,5750.00,0.90,,,,4.53
1,4950.65,1.88,,,0.281,
1,5456.00,2.15,1.07,-0.240,,3.80
1,5550.00,0.89,0.92,-0.040,,4.50
1,5456.00,2.15,1.07,-0.240,,3.80
1,5586.00,1.72,0.99,,0.414,3.96
1,5456.00,2.15,1.07,-0.240,,3.80
1,5367.00,1.81,,,,
1,,,,,,
1,5456.00,2.15,1.07,-0.240,,3.80
1,5253.00,2.31,,-0.235,,3.81
1,5638.00,1.25,,,,
1,5718.00,1.48,0.94,-0.180,,4.07
1,6297.00,1.39,1.23,0.040,,4.24
1,5188.98,1.34,,,0.067,
1,5718.00,1.48,0.94,-0.180,,4.07
1,,,,,,
1,5595.94,1.33,0.99,-0.009,0.194,4.19
1,5523.00,1.65,,-0.181,,4.07
1,5718.00,1.48,0.94,-0.180,,4.07
1,5718.00,1.48,0.94,-0.180,,4.07
1,6157.00,1.39,1.02,-0.260,,4.16
1,6157.00,1.39,1.02,-0.260,,4.16
1,,,,,,
1,6157.00,1.39,1.02,-0.260,,4.16
1,5845.00,1.48,,,0.360,
1,5618.00,0.95,0.97,0.080,,4.47
1,5819.00,1.46,,,,
1,6157.00,1.39,1.02,-0.260,,4.16
1,5917.22,1.46,1.08,-0.436,0.373,4.14
1,5837.00,1.02,,-0.410,,4.45
1,6088.00,0.96,0.93,-0.400,,4.45
1,6088.00,0.96,0.93,-0.400,,4.45
1,6088.00,0.96,0.93,-0.400,,4.45
1,,,,,,
1,6087.00,1.20,,,,
1,5808.00,1.00,1.01,0.020,,4.44
1,6088.00,0.96,0.93,-0.400,,4.45
1,5737.00,1.23,1.02,,0.169,4.27
1,5849.33,1.18,,,0.165,
1,6108.00,1.03,1.13,0.070,,4.47
1,6108.00,1.03,1.13,0.070,,4.47
1,6117.00,1.13,,,,
1,5744.50,1.20,,,0.153,
1,5892.00,1.08,1.06,0.080,,4.40
1,5710.00,1.22,1.02,,0.156,4.27
1,5805.00,0.84,,0.070,,4.61
1,6108.00,1.03,1.13,0.070,,4.47
1,6108.00,1.03,1.13,0.070,,4.47
1,,,,,,
1,5970.00,0.91,1.00,-0.180,,4.52
1,,,,,,
1,5723.00,0.66,,-0.129,,4.80
1,5970.00,0.91,1.00,-0.180,,4.52
1,5407.50,1.07,,,-0.059,
1,5970.00,0.91,1.00,-0.180,,4.52
1,5667.00,0.92,0.95,-0.070,,4.49
1,5988.00,0.97,,,,
1,5970.00,0.91,1.00,-0.180,,4.52
1,5701.00,0.98,1.02,,-0.037,4.46
1,5841.00,1.24,1.05,0.120,,4.28
1,5876.00,1.06,1.05,0.050,,4.40
1,5839.00,1.23,1.04,0.120,,4.28
1,5841.00,1.24,1.05,0.120,,4.28
1,5429.50,1.00,,,-0.110,
1,5605.00,1.26,,0.121,,4.27
1,5723.00,0.93,,,,
1,5839.00,1.23,1.04,0.120,,4.28
1,5841.00,1.24,1.05,0.120,,4.28
1,5841.00,1.24,1.05,0.120,,4.28
1,5674.51,0.96,1.01,0.305,-0.063,4.48
1,,,,,,
1,,,,,,
1,4934.00,1.76,0.95,0.280,,3.93
1,4758.00,1.37,,0.272,,4.17
1,4934.00,1.76,0.95,0.280,,3.93
1,4934.00,1.76,0.95,0.280,,3.93
1,4938.50,0.63,,,-0.674,
1,4932.00,0.69,,,,
1,4862.00,0.74,0.78,0.000,,4.60
1,4698.00,0.75,0.75,,-0.607,4.56
1,4934.00,1.76,0.95,0.280,,3.93
1,,,,,,
1,6046.00,1.02,1.01,-0.140,,4.42
1,5739.00,1.05,,-0.136,,4.43
1,6050.00,0.89,,,,
1,5569.00,0.89,0.98,,-0.165,4.53
1,6046.00,1.02,1.01,-0.140,,4.42
1,,,,,,
1,6046.00,1.02,1.01,-0.140,,4.42
1,6046.00,1.02,1.01,-0.140,,4.42
1,5677.74,0.84,,,-0.176,
1,5545.00,0.86,0.90,-0.130,,4.53
1,4294.00,0.50,0.50,-1.000,,4.74
1,4250.00,0.72,,-1.016,,4.54
1,4294.00,0.50,0.50,-1.000,,4.74
1,4584.00,0.70,0.75,0.110,,4.63
1,4296.00,0.51,0.50,-1.000,,4.73
1,4294.00,0.50,0.50,-1.000,,4.74
1,4291.00,0.61,,,-0.940,
1,,,,,,
2,4621.00,0.67,0.66,-0.240,,4.61
2,4492.00,0.70,,-0.232,,4.60
2,4623.00,0.62,,,,4.66
2,4895.97,0.53,,,-0.836,
2,4618.00,0.64,,,,
2,4631.00,0.63,0.66,,,4.66
2,,,,,,
2,4631.00,0.63,0.66,,,4.66
2,4628.00,0.65,0.73,,-0.757,4.67
2,4621.00,0.67,0.66,-0.240,,4.61
2,4621.00,0.67,0.66,-0.240,,4.61
2,4720.00,0.71,0.75,-0.030,,4.62
2,4621.00,0.67,0.66,-0.240,,4.61
2,4621.00,0.67,0.66,-0.240,,4.61
2,4621.00,0.67,0.66,-0.240,,4.61
2,4492.00,0.59,,,,4.68
2,4492.00,0.59,,,,4.68
2,4492.00,0.59,,,,4.68
2,,,,,,
2,4621.00,0.67,0.66,-0.240,,4.61
2,4621.00,0.67,0.66,-0.240,,4.61
1,6130.00,2.58,1.16,,0.926,3.68
1,,,,,,
1,5841.50,2.65,,,0.867,
1,6228.00,2.15,1.47,0.120,,3.94
1,6300.00,2.48,,,,
1,6237.00,2.29,1.40,0.120,,3.86
1,6102.00,1.20,0.98,-0.240,,4.27
1,6102.00,1.20,0.98,-0.240,,4.27
1,6102.00,1.20,0.98,-0.240,,4.27
1,5989.00,1.22,1.07,0.060,,4.29
1,5989.00,1.22,1.07,0.060,,4.29
1,5989.00,1.22,1.07,0.060,,4.29
1,5888.00,1.23,1.04,0.060,,4.28
1,5965.50,1.36,,,0.325,
1,,,,,,
1,,,,,,
1,5989.00,1.22,1.07,0.060,,4.29
1,5888.00,1.23,1.04,0.060,,4.28
1,,,,,,
1,5888.00,1.23,1.04,0.060,,4.28
1,6022.00,1.23,1.12,0.070,,4.31
1,5989.00,1.22,1.07,0.060,,4.29
1,5888.00,1.23,1.04,0.060,,4.28
1,5989.00,1.22,1.07,0.060,,4.29
1,5995.20,1.45,1.10,0.065,0.391,4.15
1,5968.00,1.42,,-0.081,,4.19
1,,,,,,
1,5932.00,1.39,,,,
1,3208.00,0.30,0.28,0.480,,4.93
1,,,,,,
1,3654.97,,,,,
1,3187.00,0.20,0.18,0.100,,5.09
1,3089.00,0.16,0.13,0.000,,5.16
1,3089.00,0.16,0.13,0.000,,5.16
1,3187.00,0.22,,,,
1,3148.00,0.21,0.18,,-2.389,5.04
1,3089.00,0.16,0.13,0.000,,5.16
1,5806.00,0.90,1.00,-0.040,,4.53
1,5645.00,0.91,0.94,-0.070,,4.49
1,5465.00,1.08,,,-0.031,
1,5585.00,0.86,,-0.041,,4.58
1,5525.00,0.89,0.94,0.080,,4.51
1,5806.00,0.90,1.00,-0.040,,4.53
1,,,,,,
1,5529.03,1.07,0.97,0.009,-0.018,4.37
1,5806.00,0.90,1.00,-0.040,,4.53
1,5471.00,1.06,,,,
1,6069.00,1.13,1.10,0.000,,4.37
1,5846.00,1.31,,,0.255,
1,6418.00,1.17,1.24,0.070,,4.39
1,6417.00,1.21,,,,
1,6214.00,0.84,,-0.011,,4.62
1,6030.00,1.23,1.12,,0.252,4.31
1,6401.00,1.15,1.18,-0.040,,4.39
1,6418.00,1.17,1.24,0.070,,4.39
1,,,,,,
1,6418.00,1.17,1.24,0.070,,4.39
1,5448.00,0.87,0.91,0.070,,4.52
1,5448.00,0.87,0.91,0.070,,4.52
1,5244.00,0.90,,0.066,,4.52
1,5538.00,0.91,0.94,0.080,,4.50
1,5183.00,0.75,0.88,,-0.434,4.63
1,,,,,,
1,5448.00,0.87,0.91,0.070,,4.52
1,5448.00,0.87,0.91,0.070,,4.52
1,5448.00,0.68,,,,
1,4922.31,0.78,,,-0.495,
1,6245.00,2.11,1.20,-0.280,,3.87
1,,,,,,
1,,,,,,
1,6130.00,1.16,,,,
1,6245.00,2.11,1.20,-0.280,,3.87
1,6245.00,2.11,1.20,-0.280,,3.87
1,6254.00,1.71,1.11,-0.260,,4.02
1,6245.00,2.11,1.20,-0.280,,3.87
1,6254.00,1.71,1.11,-0.260,,4.02
1,6190.32,1.07,1.19,-0.230,0.183,4.45
1,6681.00,1.75,1.45,0.060,,4.12
1,5776.25,1.18,,,0.148,
1,5984.00,2.15,,-0.263,,3.87
1,5855.00,1.27,1.02,0.040,,4.24
1,5855.00,1.27,1.02,0.040,,4.24
1,,,,,,
1,5933.00,1.22,1.08,0.070,,4.30
1,5809.00,1.41,,,0.307,
1,5774.00,1.40,,,,
1,5855.00,1.27,1.02,0.040,,4.24
1,5855.00,1.27,1.02,0.040,,4.24
1,5932.00,1.02,,-0.056,,4.46
1,5936.00,1.38,1.08,,0.326,4.19
1,5825.25,1.38,,,0.297,
1,5678.00,0.99,0.83,-0.280,,4.37
1,5678.00,0.99,0.83,-0.280,,4.37
1,5817.00,0.99,0.96,-0.140,,4.43
1,,,,,,
1,5678.00,0.99,0.83,-0.280,,4.37
1,5659.00,1.44,,,,
1,5697.81,1.48,1.01,-0.261,0.320,4.10
1,5885.00,0.90,,-0.211,,4.56
1,5678.00,0.99,0.83,-0.280,,4.37
1,5934.00,1.38,1.08,,0.329,4.19
1,,,,,,
1,5744.67,1.40,,,0.284,
1,6108.00,1.03,1.13,0.070,,4.47
1,6108.00,1.03,1.13,0.070,,4.47
1,6108.00,1.03,1.13,0.070,,4.47
1,6117.00,1.24,1.17,0.140,,4.32
1,6115.00,1.32,,,,
1,5847.00,0.92,,0.138,,4.54
1,6166.00,1.25,1.18,0.080,,4.32
2,3893.00,0.50,0.52,-0.280,,4.76
2,4264.00,0.71,,-0.911,,4.55
2,3894.00,0.50,0.52,-0.280,,4.76
2,4653.00,0.66,,,,
2,4264.00,0.48,,,,4.78
2,3894.00,0.50,0.52,-0.280,,4.76
2,,,,,,
2,4264.00,0.48,,,,4.78
2,4270.00,0.75,,,-0.775,
2,4477.00,0.70,0.70,,-0.754,4.60
2,4486.00,0.60,0.63,,,4.68
2,4264.00,0.48,,,,4.78
2,3894.00,0.50,0.52,-0.280,,
2,4625.00,0.66,,,,4.65
2,3893.00,0.50,0.52,-0.280,,4.76
2,4644.00,0.70,0.76,0.020,,4.62
2,3894.00,0.50,0.52,-0.280,,4.76
2,3894.00,0.50,0.52,-0.280,,4.76
2,3894.00,0.50,0.52,-0.280,,4.76
2,3894.00,0.50,0.52,-0.280,,4.76
2,4486.00,0.60,0.63,,,4.68
2,,,,,,
1,6202.00,1.07,1.05,-0.120,,4.40
1,,,,,,
1,6202.00,1.07,1.05,-0.120,,4.40
1,5841.00,1.09,,-0.118,,4.40
1,6202.00,1.07,1.05,-0.120,,4.40
1,5825.75,1.02,,,0.034,
1,6202.00,1.07,1.05,-0.120,,4.40
1,6010.00,0.99,1.11,,0.063,4.49
1,5707.00,1.04,,,,
1,6053.00,1.16,1.11,0.030,,4.35
1,,,,,,
1,5986.00,1.55,,,,
1,5984.00,0.91,0.99,-0.200,,4.52
1,5984.00,0.91,0.99,-0.200,,4.52
1,6082.00,1.16,1.10,0.010,,4.35
1,5984.00,0.91,0.99,-0.200,,4.52
1,5551.00,1.63,,,0.356,
1,5733.00,0.67,,-0.200,,4.78
1,6020.00,1.51,1.11,,0.434,4.12
1,5984.00,0.91,0.99,-0.200,,4.52
1,6020.00,0.83,0.91,-0.480,,4.56
1,6213.00,1.28,1.18,0.040,,4.29
1,6021.00,0.82,0.92,-0.500,,4.57
1,6020.00,0.83,0.91,-0.480,,4.56
1,5809.00,0.67,,-0.452,,4.79
1,,,,,,
1,5596.73,1.75,,,0.433,
1,6020.00,0.83,0.91,-0.480,,4.56
1,6097.00,1.61,1.15,,0.507,4.09
1,6031.00,1.61,,,,
1,4745.00,0.70,0.72,-0.100,-0.652,4.62
1,4366.00,0.46,0.49,-1.460,,4.82
1,4773.93,0.59,,,-0.788,
1,4367.00,0.45,0.50,-1.460,,4.82
1,4366.00,0.46,0.49,-1.460,,4.82
1,4563.00,0.72,0.72,,-0.696,4.58
1,,,,,,
1,4758.00,0.67,,,,
1,4347.00,0.50,,-1.463,,4.83
1,4366.00,0.46,0.49,-1.460,,4.82
1,4995.00,0.77,0.81,0.020,,4.59
1,6191.00,1.01,1.07,-0.140,,4.46
1,5936.00,0.96,,-0.152,,4.51
1,,,,,,
1,5857.00,0.97,1.06,,0.000,4.49
1,5759.00,0.98,,,-0.020,
1,5946.00,1.08,1.06,0.030,,4.39
1,6191.00,1.01,1.07,-0.140,,4.46
1,6011.00,1.04,1.12,0.140,,4.45
1,6191.00,1.01,1.07,-0.140,,4.46
1,6010.00,0.95,,,,
1,,,,,,
1,5148.00,0.83,0.87,,-0.363,4.54
1,5212.00,0.92,,-0.054,,4.50
1,5408.00,0.86,0.85,-0.060,,4.50
1,5408.00,0.86,0.85,-0.060,,4.50
1,5408.00,0.86,0.85,-0.060,,4.50
1,4983.00,0.88,,,-0.369,
1,5408.00,0.86,0.85,-0.060,,4.50
1,5203.00,0.80,0.84,-0.020,,4.56
1,5405.00,0.79,,,,
1,5465.00,1.89,,,0.458,
1,6139.00,0.98,1.01,-0.220,,4.46
1,5897.00,1.01,,-0.216,,4.47
1,6139.00,0.98,1.01,-0.220,,4.46
1,5679.00,1.70,1.01,,0.431,3.98
1,6139.00,0.98,1.01,-0.220,,4.46
1,6143.00,1.66,,,,
1,,,,,,
1,5706.00,0.92,0.95,-0.110,,4.49
1,6143.00,0.98,1.03,-0.220,,4.47
1,,,,,,
1,6377.00,1.39,1.25,0.020,,4.24
1,6484.00,1.17,1.20,-0.080,,4.38
1,6484.00,1.17,1.20,-0.080,,4.38
1,6374.00,1.35,1.27,,0.434,4.28
1,6484.00,1.17,1.20,-0.080,,4.38
1,6481.00,1.17,1.19,-0.080,,4.38
1,6295.00,0.76,,-0.052,,4.71
1,6484.00,1.17,1.20,-0.080,,4.38
1,,,,,,
1,6205.00,1.40,,,,
1,6484.00,1.17,1.20,-0.080,,4.38
1,6367.00,1.34,,,0.422,
1,6164.00,1.09,1.03,-0.120,,4.38
1,5731.00,0.96,,,-0.052,
1,6164.00,1.09,1.03,-0.120,,4.38
1,6164.00,1.09,1.03,-0.120,,4.38
1,5940.00,1.09,1.07,0.040,,4.39
1,6164.00,1.09,1.03,-0.120,,4.38
1,5853.00,1.11,,-0.117,,4.38
1,,,,,,
1,6164.00,1.09,1.03,-0.120,,4.38
1,5781.61,0.95,1.04,0.067,-0.039,4.50
1,5763.00,0.93,,,,
1,,,,,,
1,6164.00,1.09,1.03,-0.120,,4.38
1,5737.00,1.34,1.02,,0.241,4.19
1,6000.00,1.28,,,,
1,5767.00,0.99,0.99,0.020,,4.45
1,6003.00,1.14,1.00,-0.120,,4.32
1,5998.00,1.14,1.00,-0.120,,4.32
1,6003.00,1.14,1.00,-0.120,,4.32
1,5709.00,1.20,,-0.131,,4.32
1,,,,,,
1,6003.00,1.14,1.00,-0.120,,4.32
1,5387.00,1.46,,,0.206,
1,4452.00,0.62,0.63,-0.300,,4.65
1,4450.00,0.65,0.69,-0.300,,4.65
1,4452.00,0.62,0.63,-0.300,,4.65
1,4451.00,0.62,0.63,-0.300,,4.65
1,4576.00,0.62,0.69,,,4.69
1,4018.20,0.77,0.63,-0.124,-0.858,4.47
1,4452.00,0.62,0.63,-0.300,,4.65
1,4576.00,0.62,0.69,,,4.69
1,,,0.66,,,
1,4452.00,0.62,0.63,-0.300,,4.65
1,4196.50,0.67,,,-0.903,
1,,,,,,
1,,,,,,
1,4451.00,0.62,0.63,-0.300,,4.65
1,4450.00,0.64,,,,
1,,,0.20,,,
1,4452.00,0.62,0.63,-0.300,,4.65
1,4452.00,0.62,0.63,-0.300,,4.65
1,4051.00,0.74,,-0.200,,4.48
3,5857.00,0.87,0.89,-0.360,,4.51
3,5470.75,1.12,,,0.004,
3,5644.00,0.83,,,,4.52
3,5711.00,0.95,0.97,-0.010,,4.47
3,5471.00,1.12,,,0.004,
3,5857.00,0.87,0.89,-0.360,,4.51
3,5857.00,0.87,0.89,-0.360,,4.51
3,,,,,,
3,5857.00,0.88,,,,4.51
3,5857.00,0.87,0.89,-0.360,,4.51
3,5644.00,0.94,,-0.361,,4.51
3,5889.00,0.92,0.99,,,4.51
3,5616.00,1.07,,,,
3,5541.00,1.09,0.93,0.140,,4.33
3,5644.00,0.83,,,,4.52
3,5857.00,0.87,0.89,-0.360,,4.51
3,5644.00,0.83,,,,4.52
3,5889.00,0.92,0.99,,,4.51
3,5857.00,0.87,0.89,-0.360,,4.51
3,,,,,,
3,5609.00,1.08,0.99,,0.019,4.37
3,5541.00,1.09,0.93,0.140,,4.33
2,,,,,,
2,5303.00,0.83,0.93,0.180,,4.57
2,5214.00,0.82,0.86,0.070,,4.55
2,5303.00,0.83,0.93,0.180,,4.57
2,5303.00,0.83,0.93,0.180,,4.57
2,,,,,,
2,5119.00,0.83,0.82,0.100,,4.51
2,5303.00,0.83,0.93,0.180,,4.57
2,5119.00,0.83,0.82,0.100,,4.51
2,4913.73,0.92,,,-0.351,
2,5098.00,0.77,,0.177,,4.63
2,,,,,,
2,5303.00,0.83,0.93,0.180,,4.57
2,5102.00,0.87,0.86,0.110,-0.339,4.50
2,5303.00,0.83,0.93,0.180,,4.57
2,5119.00,0.83,0.82,0.100,,4.51
2,5090.00,0.85,,,,
2,5303.00,0.83,0.93,0.180,,4.57
1,5991.00,1.09,1.03,-0.020,,4.38
1,5991.00,1.09,1.03,-0.020,,4.38
1,,,,,,
1,5920.00,1.05,1.08,,0.085,4.43
1,5772.00,1.04,,,0.035,
1,5991.00,1.09,1.03,-0.020,,4.38
1,5704.00,1.12,,-0.031,,4.37
