sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5869.00,1.07,1.04,0.050,,4.40
1,5991.00,1.09,1.03,-0.020,,4.38
1,5752.00,1.07,,,,
1,6161.41,1.11,1.17,-0.205,0.201,4.42
1,6072.00,0.77,,-0.074,,4.69
1,6258.00,1.03,1.09,-0.160,,4.45
1,6292.00,1.87,1.32,-0.080,,4.01
1,6296.00,1.36,1.22,0.020,,4.25
1,6258.00,1.03,1.09,-0.160,,4.45
1,6251.49,1.02,,,0.158,
1,,,,,,
1,6258.00,1.03,1.09,-0.160,,4.45
1,6044.00,1.09,,,,
1,6045.00,1.02,,-0.086,,4.46
1,6241.00,1.31,1.21,0.070,,4.28
1,5974.00,2.10,1.10,,0.706,3.83
1,,,,,,
1,6274.00,1.06,1.11,-0.100,,4.43
1,6284.00,2.07,,,,
1,6276.00,1.11,1.08,-0.100,,4.38
1,6276.00,1.11,1.08,-0.100,,4.38
1,5658.02,2.26,,,0.675,
1,6276.00,1.11,1.08,-0.100,,4.38
1,4963.00,0.71,,,-0.561,
1,4884.00,0.74,,,,
1,4832.00,0.78,0.78,,-0.527,4.55
1,5016.00,0.75,0.82,0.020,,4.60
1,4842.00,0.76,,0.019,,4.61
1,5017.00,0.75,0.81,0.020,,4.59
1,5017.00,0.75,0.81,0.020,,4.59
1,,,,,,
1,4976.00,0.76,0.81,0.020,,4.59
1,5017.00,0.75,0.81,0.020,,4.59
1,5447.00,4.00,1.66,-0.220,,3.45
1,,,,,,
1,5447.00,4.00,1.66,-0.220,,3.45
1,5447.00,4.00,1.66,-0.220,,3.45
1,5241.00,3.58,,-0.224,,3.47
1,5087.00,2.06,,,,
1,5109.00,2.09,,,0.429,
1,5037.00,2.21,1.08,0.080,,3.78
1,5280.00,0.82,0.86,-0.010,,4.55
1,5117.19,2.13,,-0.373,,
1,5536.00,0.82,0.90,-0.120,,4.57
1,5371.00,0.67,,-0.091,,4.76
1,5461.00,0.92,0.92,0.120,-0.171,4.49
1,5536.00,0.82,0.90,-0.120,,4.57
1,5461.00,0.82,,,,
1,5422.00,0.86,0.90,0.010,,4.53
1,5536.00,0.82,0.90,-0.120,,4.57
1,5462.00,0.95,0.92,0.160,,4.45
1,,,,,,
1,5323.00,0.84,,,-0.292,
1,5400.00,0.83,0.94,,-0.280,4.58
1,5894.79,2.17,1.07,-0.037,0.709,3.80
1,5528.00,1.56,,-0.288,,4.11
1,5988.00,2.12,,,,
1,5346.50,2.30,,,0.590,
1,5771.00,1.38,0.89,-0.300,,4.11
1,5771.00,1.38,0.89,-0.300,,4.11
1,6116.00,1.21,1.14,0.050,,4.33
1,5771.00,1.38,0.89,-0.300,,4.11
1,5771.00,1.38,0.89,-0.300,,4.11
1,,,,,,
1,,,,,,
1,4963.24,,,,,
1,5364.00,0.75,0.70,-0.540,,4.53
1,4992.00,0.72,0.75,-0.240,,4.61
1,5364.00,0.75,0.70,-0.540,,4.53
1,5364.00,0.75,0.70,-0.540,,4.53
1,5364.00,0.75,0.70,-0.540,,4.53
1,5172.00,0.91,,-0.548,,4.51
1,6016.00,1.05,,0.151,,4.43
1,5892.94,1.64,,,0.464,
1,6132.00,1.27,1.18,0.100,,4.29
1,6257.00,1.19,1.23,0.180,,4.38
1,6257.00,1.19,1.23,0.180,,4.38
1,6257.00,1.19,1.23,0.180,,4.38
1,5802.00,1.32,1.04,0.140,,4.22
1,5802.00,1.67,,,,
1,,,,,,
1,5826.00,1.71,1.05,,0.484,3.99
2,5079.00,0.74,0.82,-0.100,,4.61
2,,,,,,
2,5079.00,0.74,0.82,-0.100,,4.61
2,,0.74,0.82,,,
2,,,,,,
2,5078.00,0.81,,,,4.55
2,5076.00,0.80,0.83,0.100,,4.55
2,5076.00,0.80,0.83,0.100,,4.55
2,5079.00,0.74,0.82,-0.100,,4.61
2,5058.00,0.69,0.78,,,4.65
2,4931.00,0.69,,,,4.65
2,4931.00,0.69,,,,4.65
2,4992.00,0.80,0.83,,-0.447,4.55
2,5058.00,0.69,0.78,,,4.65
2,5147.00,0.81,0.86,0.070,,4.56
2,5079.00,0.74,0.82,-0.100,,4.61
2,5079.00,0.74,0.82,-0.100,,4.61
2,4931.00,0.69,0.77,,,4.65
2,5079.00,0.74,0.82,-0.100,,4.61
2,4940.00,0.80,,,-0.469,
2,5108.00,0.76,,,,
2,4931.00,0.73,,-0.093,,4.65
2,5383.00,0.87,0.91,0.100,,4.52
2,5295.00,0.80,0.82,-0.100,,4.55
2,5295.00,0.80,0.82,-0.100,,4.55
2,5295.00,0.80,0.82,-0.100,,4.55
2,,,,,,
2,5295.00,0.80,0.82,-0.100,,4.55
2,,,,,,
2,,,,,,
2,5295.00,0.80,0.82,-0.100,,4.55
2,5295.00,0.80,0.82,-0.100,,4.55
2,5295.00,0.80,0.82,-0.100,,4.55
2,5106.92,0.73,0.86,-0.140,-0.483,4.64
2,5295.00,0.80,0.82,-0.100,,4.55
2,4930.00,0.76,,,-0.509,
2,5295.00,0.80,0.82,-0.100,,4.55
2,5094.00,0.86,,-0.099,,4.55
2,5294.00,0.69,,,,
2,5295.00,0.80,0.82,-0.100,,4.55
1,5511.00,0.72,0.79,-0.500,,4.62
1,5319.00,0.78,,-0.489,,4.64
1,5605.00,0.93,0.94,0.010,,4.49
1,5511.00,0.72,0.79,-0.500,,4.62
1,5511.00,0.72,0.79,-0.500,,4.62
1,5320.00,,,,,
1,5578.00,1.50,1.00,0.140,,4.09
1,,,,,,
1,5643.00,0.94,0.96,0.030,,4.48
1,5500.00,0.87,0.97,0.160,,4.55
1,5543.00,0.81,0.89,-0.140,,4.57
1,5354.50,0.91,,,-0.211,
1,,,,,,
1,5364.00,0.50,,-0.114,,4.98
1,5497.00,0.87,,,,
1,5474.00,0.90,0.96,,-0.188,4.52
1,5543.00,0.81,0.89,-0.140,,4.57
1,5543.00,0.81,0.89,-0.140,,4.57
1,6005.00,1.12,1.08,0.010,,4.37
1,6037.00,1.99,,,,
1,5849.75,2.03,,,0.638,
1,6063.00,1.30,,-0.181,,4.27
1,6014.00,1.92,1.11,,0.638,3.92
1,6302.00,1.27,1.06,-0.180,,4.26
1,,,,,,
1,6302.00,1.27,1.06,-0.180,,4.26
1,6302.00,1.27,1.06,-0.180,,4.26
1,6302.00,1.27,1.06,-0.180,,4.26
1,5376.00,0.81,0.90,-0.020,,4.58
1,5212.00,0.68,,-0.024,,4.74
1,5376.00,0.81,0.90,-0.020,,4.58
1,5121.00,0.76,0.79,-0.170,,4.58
1,5376.00,0.81,0.90,-0.020,,4.58
1,5376.00,0.81,0.90,-0.020,,4.58
1,4956.93,0.99,,,-0.275,
1,5381.00,0.90,,,,
1,,,,,,
1,5107.00,0.94,0.86,,-0.271,4.43
1,5478.25,1.75,,,0.397,
1,,,,,,
1,5769.00,1.02,,-0.064,,4.45
1,5865.00,1.05,1.04,0.060,,4.42
1,6035.00,1.00,1.03,-0.060,,4.45
1,6035.00,1.00,1.03,-0.060,,4.45
1,6035.00,1.00,1.03,-0.060,,4.45
1,5749.00,1.88,1.29,0.340,,4.00
1,5750.00,1.57,,,,
1,5670.00,1.62,1.01,,0.389,4.02
1,6528.00,1.16,1.18,-0.160,,4.38
1,6266.00,1.34,1.21,0.020,,4.26
1,6202.69,1.80,1.19,-0.192,0.638,4.00
1,6309.00,1.20,,-0.158,,4.34
1,6153.00,1.81,,,,
1,6528.00,1.16,1.18,-0.160,,4.38
1,,,,,,
1,6309.00,1.73,,,0.633,
1,6528.00,1.16,1.18,-0.160,,4.38
1,6547.00,1.63,1.29,-0.160,,4.12
1,6300.00,1.13,1.08,-0.100,,4.37
1,6300.00,1.13,1.08,-0.100,,4.37
1,5903.00,1.39,,,,
1,6026.00,1.35,,,0.334,
1,6103.00,0.87,,-0.052,,4.59
1,5988.14,1.38,1.10,-0.128,0.341,4.20
1,6167.00,1.22,1.15,0.010,,4.32
1,,,,,,
1,6300.00,1.13,1.08,-0.100,,4.37
1,5432.00,1.71,1.05,0.210,,3.99
1,6528.00,1.23,,-0.120,,4.33
1,6391.96,1.80,1.28,-0.104,0.690,4.03
1,6345.00,1.74,,,0.647,
1,,,,,,
1,6725.00,1.39,1.28,-0.140,,4.26
1,6620.00,1.65,1.41,0.040,,4.15
1,6725.00,1.39,1.28,-0.140,,4.26
1,6720.00,1.29,1.26,-0.140,,4.32
1,6725.00,1.39,1.28,-0.140,,4.26
1,6430.00,1.71,,,,
1,5650.00,1.46,,,,
1,6137.00,1.00,0.97,-0.320,,4.42
1,,,,,,
1,5861.25,1.37,,,0.301,
1,6144.00,1.39,1.00,-0.300,,4.15
1,5862.00,1.04,,-0.315,,4.44
1,6137.00,1.00,0.97,-0.320,,4.42
1,5724.26,1.48,1.02,-0.301,0.326,4.11
1,5852.00,1.00,1.00,-0.070,,4.44
1,6137.00,1.00,0.97,-0.320,,4.42
2,5815.00,0.95,0.88,-0.300,,4.42
2,5815.00,0.95,0.88,-0.300,,4.42
2,5838.00,0.98,0.95,,,4.44
2,5815.00,0.95,0.88,-0.300,,4.42
2,5601.00,0.91,,,,4.45
2,5743.00,1.21,1.03,,0.155,4.29
2,5816.00,0.96,,,,4.44
2,,,,,,
2,5870.00,1.15,,,,
2,,,,,,
2,5815.00,0.95,0.88,-0.300,,4.42
2,6089.00,1.20,1.12,0.030,,4.33
2,5815.00,0.95,0.88,-0.300,,4.42
2,5838.00,0.98,0.95,,,4.44
2,5815.00,0.95,0.88,-0.300,,4.42
2,5601.00,1.04,,-0.301,,4.43
2,5815.00,0.95,0.88,-0.300,,4.42
2,5397.00,1.26,,,0.083,
2,5815.00,0.95,0.88,-0.300,,4.42
2,5601.00,0.91,,,,4.45
2,5601.00,0.91,,,,4.45
1,6210.00,1.05,1.03,-0.180,,4.41
1,6210.00,1.05,1.03,-0.180,,4.41
1,5628.00,,,,,
1,5924.00,1.08,,-0.183,,4.41
1,6210.00,1.05,1.03,-0.180,,4.41
1,6210.00,1.05,1.03,-0.180,,4.41
1,6157.00,1.23,1.15,0.030,,4.31
1,,,,,,
1,6074.00,0.99,,-0.012,,4.49
1,6084.00,1.28,1.17,0.140,,4.29
1,,,,,,
1,6355.00,1.43,1.26,,0.478,4.23
1,6158.00,1.24,1.15,0.030,,4.31
1,6343.00,1.14,1.21,0.070,,4.41
1,6343.00,1.14,1.21,0.070,,4.41
1,6343.00,1.14,1.21,0.070,,4.41
1,6087.00,1.42,,,,
1,5823.96,1.44,,,0.332,
1,6461.00,1.19,1.16,-0.120,,4.35
1,6461.00,1.19,1.16,-0.120,,4.35
1,6114.00,1.33,,,0.350,
1,,,,,,
1,6025.00,1.20,1.12,0.120,,4.33
1,6223.00,1.20,,-0.112,,4.34
1,6309.49,1.29,1.24,0.173,0.373,4.31
1,6188.00,1.33,,,,
1,6461.00,1.19,1.16,-0.120,,4.35
1,6436.00,1.50,1.31,0.040,,4.20
1,5518.00,0.89,,,,
1,5578.00,0.88,0.98,,-0.172,4.54
1,5817.00,0.96,1.06,0.140,,4.50
1,5817.00,0.96,1.06,0.140,,4.50
1,5376.00,0.90,,,-0.215,
1,,,,,,
1,5577.00,0.92,,0.154,,4.53
1,5817.00,0.96,1.06,0.140,,4.50
1,5772.00,1.00,1.00,0.040,,4.44
1,5520.00,0.87,0.97,0.140,,4.54
1,3579.00,0.57,,,,4.68
1,3386.00,0.43,0.43,0.480,,4.81
1,3109.00,4.96,,0.054,,3.21
1,,,,,,
1,3440.75,0.73,,,-1.167,
1,3212.00,0.19,0.17,0.000,,5.10
1,3636.00,0.47,0.50,0.060,,4.78
1,3212.00,0.19,0.17,0.000,,5.10
1,3579.00,0.57,0.56,,-1.323,4.68
1,3560.00,0.57,,,,
1,5430.00,0.90,,-0.265,,4.53
1,5677.00,0.94,0.96,0.010,,4.48
1,5586.00,1.82,,,,
1,,,,,,
1,5645.00,0.84,0.86,-0.260,,4.53
1,5413.00,1.88,0.94,,0.437,3.86
1,4967.25,2.13,,,0.395,
1,5548.00,1.79,1.08,0.120,,3.96
1,5645.00,0.84,0.86,-0.260,,4.53
1,6316.00,0.95,,-0.087,,4.53
1,6826.00,1.85,1.51,0.040,,4.08
1,6175.67,1.52,,,0.482,
1,,,,,,
1,6553.00,1.52,,,,
1,6517.00,1.16,1.18,-0.140,,4.38
1,6697.00,1.50,1.42,,0.611,4.24
1,6535.00,1.18,1.20,-0.100,,4.37
1,6517.00,1.16,1.18,-0.140,,4.38
1,,,,,,
1,5580.71,0.75,0.99,0.147,-0.303,4.68
1,5388.00,0.72,0.68,-0.700,,4.56
1,5388.00,0.72,0.68,-0.700,,4.56
1,5221.00,0.91,,-0.699,,4.51
1,5326.33,0.81,,,-0.318,
1,5395.00,0.88,,,,
1,5445.00,0.84,0.87,-0.100,,4.54
1,5388.00,0.72,0.68,-0.700,,4.56
1,3632.00,,,-0.800,,3.92
1,,,,,,
1,4109.00,,,,,
1,3877.00,0.59,0.59,0.210,,4.67
1,3724.00,0.52,0.55,0.170,,4.74
1,3877.00,0.59,0.59,0.210,,4.67
1,3721.00,0.60,,0.212,,4.55
1,3869.00,0.58,0.59,0.210,,4.67
1,5776.00,1.01,1.01,0.050,,4.44
1,,,,,,
1,5636.25,0.88,,,-0.148,
1,,,,,,
1,5699.00,0.88,1.01,,-0.134,4.55
1,,,,,,
1,5622.00,0.90,,0.243,,4.54
1,5880.00,0.99,1.10,0.210,,4.49
1,5708.00,0.88,,,,
1,5823.00,,,-0.060,,4.62
1,5713.00,0.89,1.01,0.070,,4.54
2,5395.00,1.07,0.88,0.160,,4.32
2,5772.00,0.90,1.00,0.000,,4.53
2,5772.00,0.90,1.00,0.000,,4.53
2,5772.00,0.90,1.00,0.000,,4.53
2,5736.00,0.85,0.96,,,4.56
2,,,,,,
2,5390.00,0.91,,,,
2,,,,,,
2,5776.00,0.92,,,,4.52
2,5772.00,0.90,1.00,0.000,,4.53
2,5548.00,0.85,,,,4.56
2,5410.90,0.97,0.94,0.141,-0.138,4.44
2,5772.00,0.90,1.00,0.000,,4.53
2,5385.75,0.94,,,-0.170,
2,5548.00,0.85,,,,4.56
2,5548.00,0.85,0.96,,,4.56
2,5548.00,0.77,,-0.016,,4.67
2,5772.00,0.90,1.00,0.000,,4.53
2,5395.00,1.07,0.88,0.160,,4.32
2,5705.00,0.96,0.98,0.020,,4.47
2,5736.00,0.85,0.96,,,4.56
1,4689.00,0.72,0.75,,-0.646,4.60
1,5037.00,0.76,0.72,-0.200,,4.54
1,4829.00,0.83,,-0.212,,4.54
1,,,,,,
1,4736.00,0.63,0.66,-0.460,,4.66
1,4976.00,0.59,,,-0.716,
1,5037.00,0.76,0.72,-0.200,,4.54
1,5858.00,0.96,1.06,0.100,,4.50
1,5858.00,0.96,1.06,0.100,,4.50
1,5870.00,1.05,,,,
1,5552.00,1.09,0.98,,0.007,4.35
1,5292.75,1.13,,,-0.042,
1,5617.00,0.92,,0.111,,4.53
1,,,,,,
1,5858.00,0.96,1.06,0.100,,4.50
1,5679.00,0.95,0.97,0.040,,4.47
1,6070.00,0.81,0.84,-0.760,,4.55
1,6070.00,0.81,0.84,-0.760,,4.55
1,5818.00,1.51,,,0.373,
1,6070.00,0.81,0.84,-0.760,,4.55
1,6071.00,1.51,,,,
1,6072.00,1.29,0.82,-0.760,,4.13
1,,,,,,
1,6072.00,1.29,0.82,-0.760,,4.13
1,5979.67,1.49,1.10,-0.118,0.406,4.13
1,6137.00,1.19,1.12,0.000,,4.33
1,5825.00,0.90,,-0.762,,4.55
1,,,,,,
1,6256.00,1.32,1.20,0.020,,4.27
1,5875.00,1.92,,,,
1,,,,,,
1,6168.72,1.84,1.18,-0.123,0.646,3.98
1,6120.00,0.93,,-0.508,,4.54
1,5889.00,4.91,2.01,0.280,,3.36
1,6351.00,0.92,1.01,-0.500,,4.51
1,6287.00,1.74,,,0.630,
1,6351.00,0.92,1.01,-0.500,,4.51
1,5636.00,1.35,1.10,0.420,,4.22
1,5636.00,1.35,1.10,0.420,,4.22
1,5403.00,1.32,,0.412,,4.23
1,5637.00,0.81,,,,
1,5148.43,0.89,,,-0.296,
1,5269.14,0.88,0.90,0.200,-0.265,4.50
1,5474.00,0.89,0.92,0.020,,4.51
1,5636.00,1.35,1.10,0.420,,4.22
1,,,,,,
1,5240.00,0.86,,,,
1,5484.00,0.78,0.83,-0.280,,4.58
1,5209.00,0.89,0.89,,-0.280,4.49
1,5347.00,0.85,0.89,0.060,,4.53
1,5084.10,0.93,,,-0.285,
1,5302.00,0.76,,-0.267,,4.66
1,5484.00,0.78,0.83,-0.280,,4.58
1,5474.00,0.76,0.85,-0.280,,4.60
1,,,,,,
1,5797.00,1.02,1.01,0.030,,4.43
1,5977.00,1.02,1.13,0.210,,4.47
1,5410.00,1.43,,,0.198,
1,5619.51,1.39,0.99,0.146,0.237,4.15
1,5977.00,1.02,1.13,0.210,,4.47
1,5748.00,0.72,,0.281,,4.73
1,,,,,,
1,5726.00,1.30,,,,
1,5977.00,1.02,1.13,0.210,,4.47
1,6024.00,1.01,0.76,-0.880,,4.31
1,5789.00,1.02,1.02,0.070,,4.43
1,6024.00,1.01,0.76,-0.880,,4.31
1,5458.00,,,,,
1,6024.00,1.01,0.76,-0.880,,4.31
1,,,,,,
1,,,,,,
1,5906.00,0.85,0.77,-0.760,,4.47
1,5490.00,3.20,1.59,0.240,,3.63
1,5662.00,0.99,,-0.763,,4.47
1,5710.00,0.95,0.97,-0.010,,4.47
1,5488.00,1.71,,,,
1,5745.00,1.62,1.03,,0.413,4.03
1,5906.00,0.85,0.77,-0.760,,4.47
1,5906.00,0.83,0.82,-0.760,-0.114,4.53
1,5426.05,1.78,,,0.391,
1,6495.00,1.15,1.11,-0.260,,4.37
1,6495.00,1.15,1.11,-0.260,,4.37
1,6480.00,1.01,,,,
1,6495.00,1.15,1.11,-0.260,,4.37
1,6175.00,1.03,1.18,,0.145,4.48
1,6260.00,0.99,,,0.130,
1,6477.00,1.15,1.10,-0.260,,4.36
1,6477.00,1.15,1.10,-0.260,,4.36
1,,,,,,
1,6246.00,1.17,,-0.264,,4.36
1,,,,,,
1,6150.00,1.18,1.12,-0.030,,4.34
4,5888.00,1.10,0.97,-0.100,,4.34
4,5941.00,1.06,,,0.097,
4,6048.00,1.13,1.09,0.000,,4.37
4,5888.00,1.10,0.97,-0.100,,4.34
4,6353.00,1.14,1.08,-0.140,,4.36
4,6361.00,1.10,1.15,,,4.42
4,5888.00,1.10,0.97,-0.100,,4.34
4,5888.00,1.10,0.97,-0.100,,4.34
4,6143.00,1.03,,,,4.46
4,6361.00,1.10,1.15,,,4.42
4,6353.00,1.14,1.08,-0.140,,4.36
4,6143.00,1.03,,,,4.46
4,6143.00,1.03,1.11,,,4.46
4,,,,,,
4,6361.00,1.10,1.15,,,4.42
4,6361.00,1.10,1.15,,,4.42
4,6095.00,1.02,1.14,,0.113,4.48
4,6353.00,1.14,1.08,-0.140,,4.36
4,5888.00,1.15,,,,4.33
4,6143.00,1.03,,,,4.46
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,,,,,,
4,,,,,,
4,6143.00,1.01,,-0.125,,4.47
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,6353.00,1.14,1.08,-0.140,,4.36
4,,,,,,
4,5923.00,1.04,,,,
4,6353.00,1.14,1.08,-0.140,,4.36
1,6264.00,1.65,1.35,0.260,,4.13
1,,,,,,
1,6266.00,1.63,1.34,0.260,,4.14
1,,,,,,
1,6266.00,1.63,1.34,0.260,,4.14
1,6266.00,1.63,1.34,0.260,,4.14
1,,,,,,
1,6266.00,1.63,1.34,0.260,,4.14
1,6266.00,1.63,1.34,0.260,,4.14
1,6324.00,1.43,1.27,0.100,,4.23
1,6264.00,1.65,1.35,0.260,,4.13
1,6266.00,1.63,1.34,0.260,,4.14
1,6016.00,1.52,,0.262,,4.14
1,5286.90,,,,,
1,6264.00,1.65,1.35,0.260,,4.13
2,6486.00,1.49,1.10,-0.340,,4.14
2,6486.00,1.49,1.10,-0.340,,4.14
2,6486.00,1.49,1.10,-0.340,,4.14
2,6152.00,1.19,1.12,-0.020,,4.34
2,6484.00,1.06,,,,
2,6486.00,1.49,1.10,-0.340,,4.14
2,6057.00,1.06,1.13,,0.131,4.44
2,,,,,,
2,6486.00,1.49,1.10,-0.340,,4.14
2,6486.00,1.49,1.10,-0.340,,4.14
2,6251.00,1.54,,-0.339,,4.14
2,,,,,,
2,,,,,,
2,6486.00,1.49,1.10,-0.340,,4.14
2,6486.00,1.49,1.10,-0.340,,4.14
2,5799.00,1.08,,,0.073,
2,6486.00,1.49,1.10,-0.340,,4.14
2,5255.00,0.78,,,,
2,5254.00,1.51,0.94,0.210,,4.05
2,4918.78,0.80,,,-0.473,
2,,,,,,
2,5355.00,0.84,0.88,-0.010,,4.54
2,5095.00,0.81,0.85,,-0.405,4.56
2,5058.00,1.62,,0.203,,4.06
2,5254.00,1.51,0.94,0.210,,4.05
2,5254.00,1.51,0.94,0.210,,4.05
2,5254.00,1.51,0.94,0.210,,4.05
2,,,,,,
2,5254.00,1.51,0.94,0.210,,4.05
2,5254.00,1.51,0.94,0.210,,4.05
1,4845.00,0.82,0.79,,-0.472,4.50
1,,,,,,
1,5508.00,0.88,0.92,-0.010,,4.52
1,5098.00,0.80,,,,
1,5101.00,0.67,0.70,-0.500,,4.63
1,4916.00,0.85,0.84,,,4.50
1,4833.81,0.78,,,-0.522,
1,5094.00,0.67,0.70,-0.500,,4.63
1,5094.00,0.67,0.70,-0.500,,4.63
1,5489.00,0.90,,-0.367,,4.54
1,5431.00,,,,,
1,,,,,,
1,5499.00,0.86,0.89,-0.100,,4.53
1,5706.14,,,-0.019,,
1,5722.00,0.82,0.86,-0.360,,4.54
1,5723.00,0.82,0.86,-0.360,,4.55
1,5722.00,0.82,0.86,-0.360,,4.54
1,,,,,,
1,5929.00,1.07,1.08,0.140,,4.41
1,5398.00,1.62,,,0.301,
1,5929.00,1.07,1.08,0.140,,4.41
1,5665.00,1.05,,0.132,,4.42
1,5812.00,1.02,1.02,0.040,,4.43
1,5926.00,1.44,,,,
1,5680.00,1.52,1.01,,0.336,4.08
1,5959.00,,,0.290,,4.39
1,5929.00,1.07,1.08,0.140,,4.41
1,,,,,,
1,3391.00,0.37,0.36,,-1.780,4.85
1,3227.00,0.37,,,,
1,3227.00,0.20,0.18,0.000,,5.08
1,3299.00,0.26,0.24,0.040,,5.01
1,3718.60,,,,,
1,3236.00,0.19,0.17,0.000,,5.10
1,3537.00,1.14,,0.560,,4.14
1,6217.00,1.46,0.88,-0.780,,4.05
1,,,,,,
1,,,,,,
1,6217.00,1.46,0.88,-0.780,,4.05
1,5589.33,2.24,,,0.644,
1,6215.00,2.19,,,,
1,5932.00,1.73,,-0.786,,4.04
1,6210.00,1.79,1.22,-0.140,,4.02
1,6140.80,2.19,1.16,-0.134,0.787,3.82
1,6217.00,1.46,0.88,-0.780,,4.05
1,6217.00,1.46,0.88,-0.780,,4.05
2,2703.00,0.12,0.10,0.000,,5.27
2,2703.00,0.12,0.10,0.000,,5.27
2,,,,,,
2,3240.00,0.23,0.20,-0.150,-2.287,5.00
2,2703.00,0.12,0.10,0.000,,5.27
2,3785.66,,,,,
2,2703.00,0.12,0.10,0.000,,5.27
2,2703.00,0.12,0.10,0.000,,5.27
2,3240.00,0.25,0.22,-0.150,,4.98
2,3888.00,0.61,0.52,,,4.59
2,,,,,,
2,3269.00,0.23,0.20,,-2.260,5.01
2,5208.00,0.76,0.73,-0.320,,4.55
2,5211.00,0.77,,,,4.54
2,5056.00,0.71,,,,4.59
2,5056.00,0.86,,-0.311,,4.54
2,5208.00,0.76,0.73,-0.320,,4.55
2,5208.00,0.76,0.73,-0.320,,4.55
2,5081.00,0.77,0.86,0.120,,4.60
2,5056.00,0.71,,,,4.59
2,5208.00,0.76,0.73,-0.320,,4.55
2,5108.00,0.76,0.80,-0.120,,4.58
2,,,,,,
2,5155.00,0.73,0.87,,-0.472,4.65
2,5075.00,,,-0.280,,4.64
2,5236.00,0.79,0.79,,,4.54
2,5208.00,0.76,0.73,-0.320,,4.55
2,,,,,,
2,5012.00,0.75,,,-0.492,
2,5081.00,0.77,0.86,0.120,,4.60
2,5208.00,0.76,0.73,-0.320,,4.55
2,5236.00,0.79,0.79,,,4.54
2,5100.00,0.75,,,,
2,5056.00,0.71,,,,4.59
1,3310.25,,,,,
1,,,,,,
1,3410.00,0.33,0.33,-0.110,-1.871,
1,3419.00,0.37,0.35,,-1.783,4.86
1,3364.00,0.27,0.26,-0.060,,4.98
1,3356.00,0.37,,,,
1,3673.00,0.48,0.49,,,4.76
1,3304.00,0.26,0.24,0.000,,4.99
1,3304.00,0.26,0.24,0.000,,4.99
1,3523.00,0.51,0.50,,,4.73
1,3523.00,0.51,,,,4.73
1,3523.00,1.12,,0.577,,4.14
1,3304.00,0.26,0.24,0.000,,4.99
1,4240.00,0.55,0.58,-0.230,-1.066,4.72
1,3713.00,0.50,0.52,-0.160,-1.368,
1,3759.27,0.46,0.57,-0.021,-1.418,4.87
1,3240.00,0.45,,,,4.78
1,3240.00,0.45,0.45,,,4.78
1,3569.00,0.27,0.25,-0.160,-1.982,
1,3545.00,0.32,0.32,-0.360,,4.95
1,3545.00,0.32,0.32,-0.360,,4.95
1,4098.60,,,,,
1,3240.00,0.27,0.21,,,4.90
1,,,,,,
1,3759.27,0.46,,,,4.87
1,3393.00,,,,,
1,3609.00,0.42,0.45,-0.060,,4.84
1,3545.00,0.32,0.32,-0.360,,4.95
1,3482.00,0.35,0.36,-0.100,,4.91
1,3482.00,0.35,0.36,-0.100,,4.91
1,3885.00,0.50,0.52,,,4.75
1,3482.00,0.35,0.36,-0.100,,4.91
1,3638.00,0.38,0.40,-0.300,-1.638,4.88
1,3735.00,0.53,,,,4.73
1,,,,,,
1,3735.00,0.64,,0.407,,4.51
1,3757.67,,,,,
1,3735.00,0.53,0.55,,,4.73
1,3554.00,0.40,0.43,-0.040,,4.87
1,4655.00,0.76,,-0.224,,4.57
1,4807.00,0.69,0.72,-0.180,-0.636,4.62
1,4771.00,0.70,0.68,-0.220,,4.59
1,4771.00,0.70,0.68,-0.220,,4.59
1,4821.00,0.79,0.77,0.160,,4.53
1,,,,,,
1,4771.00,0.70,0.68,-0.220,,4.59
1,4807.00,1.06,,,,
1,5597.00,1.18,1.01,-0.088,0.090,4.30
1,5917.00,1.06,,,,
1,5616.60,1.13,0.99,-0.107,0.055,4.33
1,5730.00,1.06,,,0.034,
1,5654.00,1.11,,-0.422,,4.38
1,6148.00,1.03,1.03,-0.240,,4.36
1,6435.00,1.39,,-0.317,,4.22
1,6043.43,1.08,1.12,-0.296,0.143,4.43
1,,,,,,
1,5975.00,1.17,,,,4.28
1,6147.00,1.04,1.01,-0.180,,4.41
1,6134.00,1.04,1.03,-0.240,,4.42
1,6148.00,1.03,1.03,-0.240,,
1,6134.00,1.04,1.03,-0.240,,4.42
1,5975.00,1.17,,,,4.28
1,6134.00,1.02,,,0.123,
1,6002.00,1.06,,,,
1,6134.00,1.04,1.03,-0.240,,4.42
1,5975.00,1.17,0.96,,,4.28
2,5750.00,0.98,1.04,0.210,,4.48
2,5569.00,1.09,,,,4.36
2,5569.00,1.09,0.98,,,4.36
2,5733.00,0.99,0.99,0.080,,4.44
2,,1.10,1.03,,,
2,5601.00,1.06,,,-0.004,
2,5569.00,1.09,,,,4.36
2,,,,,,
2,6046.00,1.19,,-1.534,,4.33
2,5750.00,0.98,1.04,0.210,,4.48
